0.0,0.0
0.065,0.0
0.123,0.0
0.181,0.0
0.241,0.0
0.3,0.0
0.359,0.0
0.418,0.0
0.478,0.0
0.536,0.0
0.594,0.0
0.653,0.0
0.713,0.0
0.772,0.0
0.83,0.0
0.888,0.0
0.948,0.0
1.006,0.0
1.066,0.0
1.124,0.0
1.182,0.0
1.242,0.0
1.301,0.0
1.36,0.0
1.418,0.0
1.477,0.0
1.536,0.0
1.596,0.0
1.654,0.0
1.713,0.0
1.771,0.0
1.831,0.0
1.89,0.0
1.948,0.0
2.007,0.0
2.066,0.0
2.125,0.0
2.184,0.0
2.244,0.0
2.303,0.0
2.36,0.0
2.419,0.0
2.478,0.0
2.537,0.0
2.596,0.0
2.655,0.0
2.714,0.0
2.773,0.0
2.831,0.0
2.891,0.0
2.95,0.0
3.009,0.0
3.068,0.0
3.125,0.0
3.185,0.0
3.245,0.0
3.303,0.0
3.362,0.0
3.42,0.0
3.48,0.0
3.539,0.0
3.598,0.0
3.656,0.0
3.715,0.0
3.774,0.0
3.833,0.0
3.891,0.0
3.953,0.0
4.01,0.0
4.069,0.0
4.13,0.0
4.186,0.0
4.246,0.0
4.305,0.0
4.364,0.0
4.423,0.0
4.481,0.0
4.539,0.0
4.599,0.0
4.658,0.0
4.717,0.0
4.775,0.0
4.835,0.0
4.893,0.0
4.952,0.0
5.01,0.0
5.069,0.0
5.128,0.0
5.187,0.0
5.246,0.0
5.304,0.0
5.363,0.0
5.423,0.0
5.482,0.0
5.54,0.0
5.6,0.0
5.659,0.0
5.718,0.0
5.776,0.0
5.835,0.0
5.894,0.0
5.955,0.0
6.011,0.0
6.07,0.0
6.13,0.0
6.188,0.0
6.247,0.0
6.307,0.0
6.366,0.0
6.424,0.0
6.485,0.0
6.542,0.0
6.601,0.0
6.659,0.0
6.72,0.0
6.777,0.0
6.836,0.0
6.894,0.0
6.957,0.0
7.015,0.0
7.071,0.0
7.13,0.0
7.19,0.0
7.248,0.0
7.307,0.0
7.367,0.0
7.425,0.0
7.484,0.0
7.543,0.0
7.602,0.0
7.66,0.0
7.719,0.0
7.78,0.0
7.837,0.0
7.896,0.0
7.955,0.0
8.014,0.0
8.072,0.0
8.131,0.0
8.19,0.0
8.25,0.0
8.308,0.0
8.366,0.0
8.426,0.0
8.485,0.0
8.543,0.0
8.603,0.0
8.672,0.0
8.721,0.0
8.779,0.0
8.838,0.0
8.897,0.0
8.956,0.0
9.015,0.0
9.073,0.0
9.132,0.0
9.191,0.0
9.251,0.0
9.309,0.0
9.368,0.0
9.427,0.0
9.486,0.0
9.545,0.0
9.605,0.0
9.662,0.0
9.722,0.0
9.781,0.0
9.839,0.0
9.898,0.0
9.957,0.0
10.016,0.0
10.075,0.0
10.134,0.0
10.193,0.0
10.251,0.0
10.311,0.0
10.37,0.0
10.428,0.0
10.488,0.0
10.546,0.0
10.604,0.0
10.664,0.0
10.722,0.0
10.782,0.0
10.841,0.0
10.9,0.0
10.958,0.0
11.017,0.0
11.076,0.0
11.136,0.0
11.194,0.0
11.252,0.0
11.312,0.0
11.371,0.0
11.431,0.0
11.488,0.0
11.547,0.0
11.605,0.0
11.665,0.0
11.724,0.0
11.783,0.0
11.842,0.0
11.9,0.0
11.959,0.0
12.018,0.0
12.078,0.0
12.139,0.0
12.195,0.0
12.254,0.0
12.313,0.0
12.371,0.0
12.43,0.0
12.489,0.0
12.549,0.0
12.608,0.0
12.666,0.0
12.725,0.0
12.783,0.0
12.842,0.0
12.901,0.0
12.961,0.0
13.019,0.0
13.078,0.0
13.137,0.0
13.196,0.0
13.256,0.0
13.314,0.0
13.372,0.0
13.431,0.0
13.491,0.0
13.549,0.0
13.608,0.0
13.667,0.0
13.726,0.0
13.785,0.0
13.844,0.0
13.905,0.0
13.961,0.0
14.021,0.0
14.08,0.0
14.138,0.0
14.197,0.0
14.256,0.0
14.315,0.0
14.374,0.0
14.433,0.0
14.491,0.0
14.551,0.0
14.609,0.0
14.668,0.0
14.727,0.0
14.786,0.0
14.845,0.0
14.904,0.0
14.962,0.0
15.021,0.0
15.082,0.0
15.139,0.0
15.198,0.0
15.256,0.0
15.316,0.0
15.374,0.0
15.434,0.0
15.509,0.0
15.595,0.0
15.711,0.0
15.912,0.0
15.918,0.0
15.964,0.0
16.023,0.0
16.082,0.0
16.14,0.0
16.199,0.0
16.259,0.0
16.317,0.0
16.376,0.0
16.435,0.0
16.494,0.0
16.552,0.0
16.611,0.0
16.671,0.0
16.73,0.0
16.788,0.0
16.847,0.0
16.906,0.0
16.965,0.0
17.023,0.0
17.083,0.0
17.142,0.0
17.2,0.0
17.259,0.0
17.319,0.0
17.378,0.0
17.436,0.0
17.495,0.0
17.554,0.0
17.617,0.0
17.672,0.0
17.73,0.0
17.789,0.0
17.851,0.0
17.907,0.0
17.966,0.0
18.024,0.0
18.084,0.0
18.142,0.0
18.202,0.0
18.26,0.0
18.319,0.0
18.378,0.0
18.437,0.0
18.496,0.0
18.555,0.0
18.614,0.0
18.673,0.0
18.732,0.0
18.79,0.0
18.849,0.0
18.908,0.0
18.966,0.0
19.026,0.0
19.085,0.0
19.143,0.0
19.203,0.0
19.261,0.0
19.321,0.0
19.379,0.0
19.439,0.0
19.497,0.0
19.555,0.0
19.614,0.0
19.674,0.0
19.733,0.0
19.791,0.0
19.85,0.0
19.909,0.0
19.968,0.0
20.026,0.0
20.086,0.0
20.144,0.0
20.203,0.0
20.262,0.0
20.322,0.0
20.381,0.0
20.439,0.0
20.497,0.0
20.556,0.0
20.615,0.0
20.674,0.0
20.733,0.0
20.793,0.0
20.851,0.0
20.91,0.0
20.968,0.0
21.027,0.0
21.086,0.0
21.145,0.0
21.205,0.0
21.265,0.0
21.322,0.0
21.381,0.0
21.44,0.0
21.499,0.0
21.557,0.0
21.616,0.0
21.675,0.0
21.734,0.0
21.793,0.0
21.854,0.0
21.911,0.0
21.97,0.0
22.029,0.0
22.087,0.0
22.146,0.0
22.205,0.0
22.264,0.0
22.322,0.0
22.382,0.0
22.441,0.0
22.5,0.0
22.558,0.0
22.618,0.0
22.676,0.0
22.735,0.0
22.794,0.0
22.853,0.0
22.911,0.0
22.971,0.0
23.03,0.0
23.09,0.0
23.147,0.0
23.206,0.0
23.265,0.0
23.323,0.0
23.382,0.0
23.442,0.0
23.501,0.0
23.559,0.0
23.618,0.0
23.677,0.0
23.736,0.0
23.795,0.0
23.854,0.0
23.912,0.0
23.972,0.0
24.03,0.0
24.09,0.0
24.148,0.0
24.207,0.0
